Cell ID,has_aggregate,cell_area,cell_mean_intensity,cell_total_intensity,cell_variance_intensity,cell_sd_intensity,aggregate_total_intensity,aggregate_mean_intensity,rest_of_cell_mean_intensity,rest_of_cell_total_intensity,rest_of_cell_variance_intensity,rest_of_cell_sd_intensity
264,True,3095,24.651373182552504,76296.0,927.1972530955221,30.449913843811153,165.0,55.0,24.641564318034906,228723.0,925.8686150060441,30.428089243428417
265,False,3763,17.477721675967757,65768.66666666667,436.314699884977,20.888147354061275,,,,,,
266,False,2900,17.970689655172414,52115.0,460.5810949266746,21.461153159293996,,,,,,
267,False,2529,16.371820218795307,41404.33333333333,407.3199018271752,20.18216791693041,,,,,,
268,False,3271,21.087638846428206,68977.66666666666,686.6139438084247,26.203319328062708,,,,,,
269,False,2861,18.970989164627753,54276.0,554.9376414193164,23.557114454434277,,,,,,
270,False,2165,17.14303310238645,37114.666666666664,410.2238833330074,20.253984381671852,,,,,,
271,False,4797,21.603919116114238,103634.0,818.9918934724377,28.618034409659195,,,,,,
272,False,2856,22.996381886087768,65677.66666666667,810.848609691698,28.475403591375102,,,,,,
273,False,2432,21.85389254385965,53148.66666666667,737.9882469095057,27.165939094931097,,,,,,
274,False,2769,12.882388347177079,35671.33333333333,243.52426789637562,15.605264108510807,,,,,,
275,False,3648,20.134594298245613,73451.0,572.7244830590903,23.931662772550727,,,,,,
276,False,4392,24.416059502125076,107235.33333333333,1115.5378841688942,33.399668923043144,,,,,,
277,False,2353,24.198045048873777,56937.99999999999,817.3238607482184,28.58887652126642,,,,,,
278,False,3818,26.81936441417845,102396.33333333333,1127.5990278481697,33.57974133087046,,,,,,
279,False,4236,27.316493547371735,115712.66666666667,1325.5035460302543,36.40746552604636,,,,,,
280,False,2068,16.687620889748548,34510.0,421.5552239336449,20.531810050106273,,,,,,
281,False,3743,19.92768723840057,74589.33333333333,588.6121009918588,24.261329332743884,,,,,,
282,False,3470,20.536311239193083,71261.0,625.6354250097585,25.01270527171658,,,,,,
283,True,4278,39.11196820944367,167321.0,2244.782772454654,47.379138578647186,273.0,91.0,39.09983633387889,501690.0,2242.040145713997,47.35018633241053
284,False,1732,34.53598922247883,59816.333333333336,1665.9669495795604,40.81625839759887,,,,,,
285,False,3195,20.64757433489828,65969.0,600.9727184249648,24.51474491861918,,,,,,
286,False,2837,23.33932557866291,66213.66666666667,800.5458850580216,28.293919577499715,,,,,,
287,False,2049,37.164145111436476,76149.33333333334,1908.4749272136908,43.68609535325503,,,,,,
288,True,5712,19.98686974789916,114165.0,663.6718047206626,25.761828442885466,165.0,55.0,19.980738924881805,342330.0,662.852486070461,25.745921736664645
289,False,2766,13.555676066522054,37495.0,267.82246055161085,16.365282171463186,,,,,,
290,False,5937,22.533434394475325,133781.0,727.3532558429112,26.969487496853016,,,,,,
291,False,3449,40.51212911955156,139726.33333333334,2321.567142920218,48.18264358584134,,,,,,
292,False,914,16.36105032822757,14953.999999999998,376.43711166121614,19.40198731215996,,,,,,
293,True,3357,25.749875881243174,86442.33333333333,1151.5957638114241,33.93517001300309,151.0,50.333333333333336,25.742550655542313,259176.0,1150.724542242666,33.92233102607582
294,False,4485,21.296395392047565,95514.33333333333,683.8051263602016,26.149667805924448,,,,,,
295,True,5997,20.92290589739314,125474.66666666666,761.378915595558,27.593095433378945,187.0,62.333333333333336,20.915999555259063,376237.0,760.3432330068933,27.574321986349787
296,False,2832,17.715866290018834,50171.333333333336,462.2989761327808,21.501138949664522,,,,,,
297,False,2340,23.297435897435896,54516.0,772.4596800350648,27.793158871115477,,,,,,
298,False,4818,23.538120935381208,113406.66666666666,830.5518538373188,28.81929655347817,,,,,,
299,False,5164,20.392460624838627,105306.66666666667,775.7572837206933,27.852419710335642,,,,,,
300,False,3539,38.77196948290477,137214.0,2267.338884630132,47.61658203430956,,,,,,
301,False,1699,15.178340200117717,25788.0,323.92248160841535,17.997846582533573,,,,,,
302,False,1256,32.26645435244161,40526.666666666664,1461.1880254326295,38.225489211161566,,,,,,
303,False,1833,32.31623931623932,59235.66666666667,1592.8014293197054,39.90991642837285,,,,,,
304,False,4716,27.872208085948543,131445.33333333334,1202.7193209089198,34.680243956883,,,,,,
305,False,3244,21.083847102342787,68396.0,622.0936683892816,24.94180563610585,,,,,,
306,False,5096,29.938383045525903,152566.0,1563.725795187656,39.543972931252824,,,,,,
307,True,2733,24.64532260031711,67355.66666666667,936.1281373486672,30.596211160022204,127.0,42.333333333333336,24.63884821864324,201940.0,935.4542448422627,30.58519649834316
308,False,3216,42.07141376451078,135301.66666666666,2542.048486309727,50.418731502386365,,,,,,
309,True,3943,20.838616958322767,82166.66666666667,710.3635911550797,26.65264698214944,158.0,52.666666666666664,20.830542871638762,246342.0,709.3260957140845,26.633176598259634
310,False,4209,34.04609170824424,143300.0,1649.4938761879941,40.61396159189589,,,,,,
311,False,4601,17.38622038687242,79994.0,466.2608171497199,21.593073360448713,,,,,,
312,False,3208,16.196072319201996,51957.0,378.7679770920268,19.461962313498265,,,,,,
313,True,5526,18.237302449028835,100779.33333333334,590.308629036405,24.296267800557455,142.0,47.333333333333336,18.232036199095024,302196.0,589.7076071661105,24.283896045859496
314,False,3804,22.672450052576234,86246.0,746.45036963692,27.32124392550456,,,,,,
315,True,4548,31.970976253298154,145404.0,1509.739116578445,38.85536149077042,181.0,60.333333333333336,31.96473865552379,436031.0,1508.8059555232976,38.843351497048985
316,False,1939,12.757607013924703,24737.0,259.46814954265665,16.10801507146851,,,,,,
317,False,5100,18.469607843137254,94195.0,494.45260572856597,22.236290287018786,,,,,,
318,True,3139,16.642348943400233,52240.33333333333,483.6412266370789,21.99184454831106,134.0,44.666666666666664,16.633418313150628,156587.0,482.6745195027282,21.969854790205787
319,True,5465,31.073010064043917,169814.0,1388.1902779477489,37.25842559673917,174.0,58.0,31.068081991215227,509268.0,1387.4723048131898,37.24878930667666
320,False,5602,20.451029394263955,114566.66666666667,613.1501366887707,24.761868602526157,,,,,,
321,False,675,23.930864197530862,16153.333333333332,806.8801585124216,28.40563603428766,,,,,,
322,False,1141,20.36897458369851,23241.0,586.925791732629,24.22655137927454,,,,,,
323,False,5281,27.06375055229439,142923.6666666667,1171.7736294857148,34.231179200923165,,,,,,
324,False,1896,12.794831223628693,24259.0,238.45351055519947,15.441939986776255,,,,,,
325,False,3918,20.40420282457036,79943.66666666666,604.9064686388008,24.594846383720327,,,,,,
326,False,2858,16.09108933986471,45988.333333333336,366.1656005628139,19.135454020294734,,,,,,
327,False,4181,21.736506417922346,90880.33333333333,752.4354742654256,27.430557308691807,,,,,,
328,False,5013,35.662943014828116,178778.33333333334,2226.5814521006823,47.18666604137955,,,,,,
329,False,4748,28.245857905082843,134111.33333333334,1237.0031596192362,35.17105570805682,,,,,,
330,True,3721,18.07336737436173,67251.0,528.7341137794856,22.994219138285292,119.0,39.666666666666664,18.067562724014337,201634.0,528.1683743464241,22.981914070556094
331,False,564,17.117021276595743,9653.999999999998,409.2345329711785,20.229546039671245,,,,,,
332,False,2331,28.676247676247677,66844.33333333333,1188.5035070411875,34.47467921592872,,,,,,
333,False,4433,24.260094743965713,107545.0,884.9837831626908,29.748676998527024,,,,,,
334,False,730,20.157077625570775,14714.666666666666,574.8182489939742,23.975367546587773,,,,,,
335,True,3289,26.68004459308807,87750.66666666666,1088.2743387838634,32.98900330085563,158.0,52.666666666666664,26.67214111922141,263094.0,1087.248145212851,32.97344606213993
336,False,2425,15.633539518900344,37911.333333333336,347.90117063331803,18.652109013012925,,,,,,
337,False,3994,25.81180103488566,103092.33333333333,932.5266742892395,30.537299721639428,,,,,,
338,False,1071,19.57983193277311,20970.0,534.4216536287719,23.117561584837876,,,,,,
339,True,4907,22.589430065892262,110846.33333333333,851.5019710154376,29.18050669565965,159.0,53.0,22.583231417312135,332380.0,850.7033252829049,29.16681890921437
340,False,3957,30.46483025861343,120549.33333333334,1446.8884733074697,38.03798724048723,,,,,,
341,True,4918,17.224684831232207,84710.99999999999,509.392176344345,22.569718127268338,120.0,40.0,17.220052877771,254013.0,508.94066221671454,22.559713256526877
342,True,3052,23.55253385757973,71882.33333333333,845.1399881186659,29.071291476621155,149.0,49.666666666666664,23.543974653119196,215498.0,844.0916147931957,29.053254805498053
343,True,5161,20.793773816443842,107316.66666666667,796.0502822318612,28.214363048487577,182.0,60.666666666666664,20.78604651162791,321768.0,794.9246373415058,28.194407909042987
344,True,2856,31.716853408029877,90583.33333333333,1621.6744965415357,40.27001982295931,167.0,55.666666666666664,31.708464681844717,271583.0,1620.5572721903754,40.256145769191264
345,False,3784,27.607381959126144,104466.33333333333,1106.1383986426908,33.25865900247168,,,,,,
346,False,1820,17.304945054945055,31495.0,423.05444441090043,20.56828734753821,,,,,,
347,False,4482,26.55726610144281,119029.66666666667,1013.2833114013007,31.832111324907444,,,,,,
348,True,4355,25.154228855721392,109546.66666666666,958.2789306433771,30.95608067316302,165.0,55.0,25.14737406216506,328475.0,957.3488979429133,30.94105521702376
349,False,5288,19.676563287947555,104049.66666666667,545.3774234890607,23.353317183840513,,,,,,
350,False,5443,15.21642476575418,82823.0,339.4050557215889,18.42294915917614,,,,,,
351,False,2172,22.96255371393493,49874.66666666667,736.478339948772,27.13813442277807,,,,,,
352,False,5397,30.969180408869125,167140.66666666666,1505.1776679034047,38.79661928446092,,,,,,
353,True,2091,24.275785110792285,50760.666666666664,908.285810897231,30.13778045737992,175.0,58.333333333333336,24.259489633173843,152107.0,905.9404801223009,30.098845162602185
354,False,3538,33.99152063312606,120261.99999999999,1948.328739104671,44.13987697201558,,,,,,
355,False,3961,15.847934023394766,62773.666666666664,397.99227609023603,19.949743760014464,,,,,,
356,False,4198,36.10298554867397,151560.33333333334,1930.5340184010931,43.93784266894647,,,,,,
357,False,1661,17.602448324302628,29237.666666666664,438.35870963886083,20.93701768731308,,,,,,
358,False,1986,17.08694192682108,33934.666666666664,416.55437463610383,20.409663756076526,,,,,,
359,True,8845,16.046278500094214,141929.3333333333,412.8929779537171,20.31976815698735,127.0,42.333333333333336,16.043306196291272,425661.0,412.58289013947166,20.312136523258
360,False,4038,25.673518243354795,103669.66666666666,978.5637910394971,31.282004268260962,,,,,,
361,False,5214,15.559966756169288,81129.66666666667,359.8126998582478,18.968729526730243,,,,,,
362,False,3924,24.844291539245667,97489.0,1042.7432540257762,32.29153533088472,,,,,,
363,False,2225,26.601797752808988,59189.0,1084.7358169928038,32.93532779543577,,,,,,
364,False,1472,16.225317028985508,23883.666666666668,369.3865057871738,19.219430423068573,,,,,,
365,False,4235,17.147422274695003,72619.33333333334,526.109160021999,22.93706956047348,,,,,,
366,True,3246,23.97401930581228,77819.66666666666,911.8182816681425,30.196328943567668,212.0,70.66666666666667,23.959630200308165,233247.0,909.3429003254978,30.15531297011354
367,False,4969,23.97316696853827,119122.66666666666,837.4407504385467,28.938568562362352,,,,,,
368,False,4507,30.742400710006656,138556.0,1601.0099683213487,40.01262261238757,,,,,,
369,False,2100,29.664285714285715,62295.0,1271.8226927437643,35.66262318932476,,,,,,
370,False,2404,25.395729339988907,61051.333333333336,1211.2962546399988,34.80368162479365,,,,,,
371,False,2395,28.95935977731385,69357.66666666667,1649.2626489986046,40.61111484555188,,,,,,
372,True,2054,16.286595261278805,33452.666666666664,456.502413626839,21.365917102404918,119.0,39.666666666666664,16.27520701412567,100239.0,455.40291023072854,21.340171279320337
373,False,3135,20.327910685805424,63728.00000000001,583.5573336996254,24.156931380033047,,,,,,
374,True,3579,24.539163639750395,87825.66666666667,968.6204509350362,31.122667799130525,172.0,57.333333333333336,24.52999813676169,263305.0,967.3439389416773,31.102153284646985
375,False,1606,12.500622665006226,20076.0,222.01380201992635,14.900127584015056,,,,,,
376,False,4490,28.42769116555308,127640.33333333334,1176.7432124124164,34.3036909444511,,,,,,
377,False,3981,19.009126685087498,75675.33333333333,587.9162693788267,24.24698474818728,,,,,,
378,False,1655,24.92366565961732,41248.666666666664,946.7412022729096,30.7691599214686,,,,,,
379,False,3269,16.322932599163863,53359.66666666667,435.2126310246199,20.861750430503665,,,,,,
380,False,3439,23.14577881167006,79598.33333333333,754.0983569513666,27.460851351539823,,,,,,
381,False,5427,22.920459431238868,124389.33333333334,782.7126094812024,27.97700143834579,,,,,,
382,False,5227,25.506791658695235,133324.0,1162.8491503531884,34.10057404726771,,,,,,
383,False,3460,27.719075144508672,95908.0,1286.267516678361,35.8645718875656,,,,,,
384,False,4248,20.554535467671062,87315.66666666667,667.2570698250132,25.83131955253183,,,,,,
385,False,2155,15.792266047950502,34032.33333333333,355.6334127304559,18.85824521874864,,,,,,
386,True,4531,22.184727433237697,100519.0,811.8591296560833,28.4931418003716,157.0,52.333333333333336,22.178072111846948,301400.0,811.0143536048073,28.478313742298845
387,False,2825,22.95386430678466,64844.666666666664,889.183594211676,29.819181648926516,,,,,,
388,False,3987,22.979516762812473,91619.33333333333,847.660729170378,29.114613670292414,,,,,,
389,False,2212,30.629445449065702,67752.33333333333,1356.0927978238778,36.8251652789757,,,,,,
390,False,3305,18.973474533535047,62707.33333333333,587.2365127385093,24.23296335033149,,,,,,
391,False,4855,26.111706144867835,126772.33333333334,1134.8007726812427,33.68680413279424,,,,,,
392,False,3764,28.36592277718739,106769.33333333333,1120.322529851635,33.471219425823655,,,,,,
393,False,3876,16.38863089095287,63522.33333333333,433.8659078950624,20.829448093866105,,,,,,
394,False,3555,23.961462728551336,85183.0,938.185200298306,30.62980901504784,,,,,,
395,False,3348,14.601851851851851,48887.0,301.721705053321,17.370138314167825,,,,,,
396,False,960,14.563194444444445,13980.666666666668,298.46475646219136,17.27613256669997,,,,,,
397,True,4704,25.048681972789115,117829.0,935.8281997934166,30.59130921999607,150.0,50.0,25.04337656814799,353337.0,935.1684352923872,30.580523790353677
398,False,3356,26.83978943186333,90074.33333333334,1205.5024414336112,34.72034621707582,,,,,,
399,False,2338,10.842743085258055,25350.333333333332,170.7504342205645,13.067150960349563,,,,,,
400,True,5369,20.78021978021978,111569.0,781.755632831811,27.959893290780116,233.0,77.66666666666667,20.769622454048683,334474.0,779.7637418842847,27.924250068431288
401,False,4838,25.562215791649443,123670.0,945.2608735800014,30.74509511418043,,,,,,
402,False,3880,33.47903780068729,129898.66666666667,1866.465539967643,43.20261033742803,,,,,,
403,False,5569,18.337882324774046,102123.66666666666,542.1152603266087,23.283368749530396,,,,,,
404,False,893,10.751026502426278,9600.666666666666,175.8704496741763,13.26161565097467,,,,,,
405,False,3803,30.71022876676308,116791.0,1424.1880985452642,37.73841674666896,,,,,,
406,False,2426,13.927864798021435,33789.0,284.9039748583349,16.879098757289587,,,,,,
407,False,2235,20.69455630126771,46252.33333333333,696.6989487404917,26.395055384304307,,,,,,
408,False,3205,28.377223088923557,90949.0,1114.4335737760243,33.38313307309583,,,,,,
409,True,4805,20.65952133194589,99269.0,715.3055102807625,26.745196022477803,144.0,48.0,20.65383014154871,297663.0,714.6391866899935,26.732736236494638
410,False,1580,22.567510548523206,35656.666666666664,750.4087334650786,27.393589276782965,,,,,,
411,False,2646,26.406273620559336,69871.0,1119.7405854842145,33.46252509127508,,,,,,
412,False,2994,19.597305722556225,58674.333333333336,712.2403089288003,26.68783072729592,,,,,,
413,False,4764,15.77595857822558,75156.66666666667,380.171188032989,19.49797907561163,,,,,,
414,False,2325,13.974623655913978,32491.0,282.3544814891895,16.803406841744607,,,,,,
415,False,5643,26.66448106798984,150467.66666666666,1347.3099564337044,36.70572103138289,,,,,,
416,True,3997,26.447001918105247,105708.66666666667,1020.8077783103125,31.950082602558517,136.0,45.333333333333336,26.442275608942275,316990.0,1020.2656869136961,31.941598064494144
417,False,7141,24.351024599729264,173890.6666666667,977.5697285632281,31.266111503722815,,,,,,
418,True,4100,25.76219512195122,105625.0,1027.2497090025777,32.05073648143795,188.0,62.666666666666664,25.75319183540701,316687.0,1025.8690686525542,32.02919088351366
419,False,3570,19.095051353874883,68169.33333333333,512.9876038955888,22.649229653469206,,,,,,
420,False,3548,27.76164975573093,98498.33333333333,1152.951550679283,33.95514026887951,,,,,,
421,False,2905,24.10338496844521,70020.33333333333,813.4769764937959,28.521517780332026,,,,,,
422,False,1339,20.355738113019665,27256.333333333332,575.9314538801332,23.998571913347952,,,,,,
423,False,5903,24.65396126263482,145532.33333333334,904.1973840768776,30.06987502596041,,,,,,
424,False,1748,24.153127383676583,42219.666666666664,854.9412735909434,29.239378816776245,,,,,,
425,False,2860,38.372727272727275,109746.0,2203.516086035177,46.94162423729261,,,,,,
426,False,4274,25.902277335829044,110706.33333333333,1095.3578656607233,33.096191105030854,,,,,,
427,False,897,8.486807878112225,7612.666666666666,106.8183878408298,10.33529814958571,,,,,,
428,False,3825,15.882178649237472,60749.33333333333,404.5687760813742,20.113895099691014,,,,,,
429,True,2884,19.606218215441515,56544.33333333333,659.763220695794,25.685856432982607,124.0,41.333333333333336,19.598681928546654,169509.0,659.0211614029351,25.671407468289214
430,False,4235,23.57504919323101,99840.33333333333,897.0481456587372,29.950762021336573,,,,,,
431,False,4601,26.935303919437803,123929.33333333333,1159.8670742882025,34.056821259304314,,,,,,
432,False,3884,20.240387916237555,78613.66666666667,583.5500921255251,24.156781493516995,,,,,,
433,False,2659,20.372445781622165,54170.333333333336,580.0151013642724,24.083502680554428,,,,,,
434,True,4071,17.445017604192255,71018.66666666667,521.1276778286428,22.828221083313583,187.0,62.333333333333336,17.433988533988533,212869.0,519.4690659097785,22.79186402885421
435,False,3300,25.993737373737375,85779.33333333334,1220.9462234057748,34.94204091643439,,,,,,
436,False,4414,22.05240900166138,97339.33333333334,845.9955919160889,29.08600336787591,,,,,,
437,True,3614,23.328260468548237,84308.33333333333,806.4590224121414,28.3982221699201,159.0,53.0,23.320047974905435,252766.0,805.3743660462269,28.37911848606695
438,False,2328,26.008018327605956,60546.666666666664,949.4721579286448,30.813506096006744,,,,,,
439,True,3530,27.441643059490087,96869.0,1175.8535821917624,34.290721517514946,178.0,59.333333333333336,27.432606026258618,290429.0,1174.5516826673972,34.27173299772565
440,False,2945,17.24538766270515,50787.666666666664,518.2834181717324,22.765838841820266,,,,,,
441,False,3599,40.37825321848662,145321.33333333334,2669.615746397675,51.66832440091003,,,,,,
442,True,4973,13.725919967826261,68259.0,300.0366168475395,17.321565080775454,110.0,36.666666666666664,13.721305980155538,204667.0,299.61936638237506,17.309516642077995
443,False,3147,23.58870882321788,74233.66666666666,787.0831433492802,28.05500210923678,,,,,,
444,False,2000,22.158166666666666,44316.333333333336,718.1471499722222,26.79826766737399,,,,,,
445,False,2539,17.88972036234738,45421.99999999999,452.8230753714549,21.279639925794207,,,,,,
446,False,5178,23.194862881421397,120103.0,808.2811349335611,28.43028552325075,,,,,,
447,False,3222,17.11173184357542,55134.0,449.6728046357272,21.205489964528695,,,,,,
448,False,5339,18.723231566460637,99963.33333333334,578.5129603255365,24.052296362832728,,,,,,
449,False,5532,18.63123644251627,103068.0,515.1293785869003,22.696461807667298,,,,,,
450,False,2795,17.28372093023256,48308.0,486.8679818612971,22.065085131521634,,,,,,
451,False,8053,13.064448031789395,105208.0,272.8490688527879,16.518143626109683,,,,,,
452,False,3721,27.126578876646064,100938.0,1143.4519523467975,33.814966395766206,,,,,,
453,False,2348,16.931856899488928,39756.0,463.64186418395155,21.532344604895016,,,,,,
454,False,2950,19.46406779661017,57419.0,606.1201213061381,24.6195069265438,,,,,,
455,False,4455,28.021848110737,124837.33333333334,1440.5867280472626,37.955061955518694,,,,,,
456,False,3958,29.818426814889676,118021.33333333334,1463.3626855493435,38.2539237928522,,,,,,
457,False,1262,24.78578975171685,31279.666666666668,953.6643622526789,30.88145660833826,,,,,,
458,True,2415,19.8743961352657,47996.66666666667,610.7795307775144,24.713954171227122,114.0,38.0,19.866887600110466,143876.0,610.0866721411912,24.699932634345206
459,False,4740,17.848663853727146,84602.66666666667,505.30269512047965,22.47893892336735,,,,,,
460,False,1975,19.104135021097047,37730.66666666667,522.5908436610943,22.8602459230231,,,,,,
461,False,2052,14.018680961663417,28766.333333333332,294.49299085273043,17.16079808321077,,,,,,
462,False,3270,22.53302752293578,73683.0,739.7139448606083,27.197682711227593,,,,,,
463,False,3399,19.238011179758754,65390.00000000001,532.46889740774,23.075287591008266,,,,,,
464,True,4145,20.249457177322075,83934.0,686.7692950410895,26.20628350302823,143.0,47.666666666666664,20.242841055341056,251659.0,686.0015977199104,26.19163220801465
465,True,5753,20.48368966915812,117842.66666666667,702.5774470503427,26.506177526198353,165.0,55.0,20.477688919796012,353363.0,701.7767391188063,26.49106904446867
466,False,2253,13.143364403018198,29612.0,245.79169698083675,15.677745277329796,,,,,,
467,False,2728,23.09543010752688,63004.33333333333,868.8678481287905,29.47656438815064,,,,,,
468,False,3421,16.488161356328558,56405.99999999999,387.9047365882094,19.6952973216504,,,,,,
469,False,1628,18.806511056511056,30617.0,499.93942525561073,22.359325241509655,,,,,,
470,False,2693,15.768659487560342,42465.0,365.4049541505446,19.11556837110905,,,,,,
471,True,2657,18.40333709697654,48897.666666666664,536.5078749508493,23.162639636942274,141.0,47.0,18.3925702811245,146552.0,535.2675753213658,23.13585043436627
472,False,1185,12.720112517580873,15073.333333333334,230.50140983262813,15.182272880982877,,,,,,
473,True,3741,20.661944221687605,77296.33333333333,648.0293519003014,25.456420641957923,160.0,53.333333333333336,20.653208556149732,231729.0,646.8735859618519,25.433709638231146
474,False,2792,18.790353390639922,52462.666666666664,535.2050931893463,23.134500063527334,,,,,,
475,False,5484,15.76057622173596,86431.0,387.4369018804655,19.68341692594214,,,,,,
476,False,944,13.615819209039548,12853.333333333334,280.0713316735293,16.735331836373287,,,,,,
477,False,1881,13.094630515683146,24631.0,245.713178682372,15.675240944954307,,,,,,
478,False,6397,12.985930905111772,83071.0,246.7903809777698,15.709563360506548,,,,,,
479,False,2509,19.264647269828618,48335.0,534.8163707504319,23.12609717938658,,,,,,
480,False,4171,19.77319587628866,82474.0,590.4149548387204,24.298455811814883,,,,,,
481,True,4551,24.99831538855929,113767.33333333333,1032.0705311106672,32.12585455844976,224.0,74.66666666666667,24.98739926739927,341078.0,1030.083797265494,32.09491855832468
482,False,1607,22.502800248911015,36162.0,716.1823713330512,26.76158387190585,,,,,,
483,False,6083,23.05742780426325,140258.33333333334,817.5830903425465,28.59340991107123,,,,,,
484,False,1973,12.926001013684743,25503.0,242.02932732623648,15.557291773513683,,,,,,
485,False,4036,19.87471093491906,80214.33333333333,581.5925781704883,24.116230596228927,,,,,,
486,False,3845,28.685045513654096,110294.0,1381.5095596316519,37.16866367831445,,,,,,
487,True,3107,20.885527303937344,64891.33333333333,678.0183303973073,26.038785117537785,123.0,41.0,20.879051298561922,194551.0,677.3716130943851,26.026363808538164
488,True,5603,19.917841632458803,111599.66666666667,652.6792515494335,25.547587979091755,166.0,55.333333333333336,19.9115196953469,334633.0,651.8262185997252,25.53088754038381
489,False,4215,22.059232898378806,92979.66666666667,700.6985080711042,26.470710380930548,,,,,,
490,True,5190,17.84534360950546,92617.33333333333,596.4449317541226,24.422222088788782,189.0,63.0,17.836641613669943,277663.0,595.1276148020532,24.395237543464365
491,False,4866,23.42656528291547,113993.66666666667,847.2541976971698,29.10763126221661,,,,,,
492,False,2550,16.914248366013073,43131.333333333336,418.9424505788373,20.468083705585077,,,,,,
493,True,5208,22.962365591397848,119588.0,872.9759262012124,29.546166015258432,199.0,66.33333333333333,22.95403623327572,358565.0,871.6299211328015,29.52337922956655
494,False,4449,20.76339252266427,92376.33333333333,665.4357378876582,25.796041128197526,,,,,,
495,False,4501,18.530844997407982,83407.33333333333,524.8881658193424,22.910437922906283,,,,,,
496,False,830,10.412449799196787,8642.333333333334,159.78611006274096,12.640653071053764,,,,,,
497,True,5273,17.702825715911246,93347.0,528.631644458594,22.991990876359402,131.0,43.666666666666664,17.69790085988872,279910.0,528.113339043282,22.980716678190916
498,False,2252,24.08126110124334,54231.0,869.5876831935193,29.48877215472898,,,,,,
499,False,4318,20.79365446966188,89787.0,660.1795150839437,25.693958727372934,,,,,,
500,False,4336,27.794664821648215,120517.66666666666,1175.9625268864256,34.29231002552067,,,,,,
501,False,4706,30.746777163904234,144694.3333333333,1577.230041674526,39.71435561197646,,,,,,
502,True,2929,23.273585979287585,68168.33333333334,859.9927505753719,29.325632995305863,139.0,46.333333333333336,23.26571038251366,204366.0,859.1106366082893,29.31058915491617
503,False,1757,18.779927907417946,32996.33333333333,492.1568424155957,22.18460823218647,,,,,,
504,False,4932,24.670992160043255,121677.33333333333,1066.9478500834746,32.66416767780062,,,,,,
505,False,3672,30.55128903413217,112184.33333333333,1550.1126562904606,39.37147008038258,,,,,,
506,True,4099,25.302268846060013,103714.0,1015.1748773440021,31.861809072053678,135.0,45.0,25.297462176671548,311007.0,1014.6493558500011,31.853561117244038
507,False,2163,19.339651718292494,41831.666666666664,608.1931588246083,24.661572513215948,,,,,,
508,False,2400,26.47,63528.0,982.996877777778,31.352781021430587,,,,,,
509,True,4910,15.79429735234216,77550.0,427.3176321098165,20.6716625386014,165.0,55.0,15.786310857608473,232485.0,426.2529042078424,20.64589315597275
510,False,1451,9.763151849299334,14166.333333333334,138.52809776168795,11.769795994905262,,,,,,
511,True,5898,16.663840850005652,98283.33333333334,481.3361888423099,21.939375306564905,120.0,40.0,16.659883556610705,294730.0,480.950569179816,21.930585244808583
512,False,6931,20.695811090270766,143442.6666666667,640.6130430984448,25.310334709332565,,,,,,
513,False,2869,35.675496688741724,102353.0,2021.2355829268795,44.958153686810576,,,,,,
514,False,6068,15.55789936277741,94405.33333333333,393.56020512368895,19.838351875185825,,,,,,
515,False,1409,14.958362905133665,21076.333333333336,324.60105793028237,18.016688317509473,,,,,,
516,False,5012,26.525272678903963,132944.66666666666,1121.7109202169472,33.491953066624035,,,,,,
517,False,2615,16.147864882090502,42226.666666666664,373.2691493609655,19.32017467211323,,,,,,
518,False,1127,16.9597752144336,19113.666666666664,402.878003380409,20.0718211276508,,,,,,
519,False,2941,11.927575654539272,35079.0,205.53674723373575,14.336552836499287,,,,,,
520,False,3297,23.115458497624104,76211.66666666667,786.1231570514319,28.037887884992905,,,,,,
521,True,5822,17.78415206687278,103539.33333333333,559.6366800235951,23.65664135129066,176.0,58.666666666666664,17.777128786577336,310442.0,558.635892185613,23.635479520957745
522,False,4762,18.786714265714686,89462.33333333333,534.8308216693009,23.126409614752156,,,,,,
523,False,1800,15.259444444444444,27467.0,333.12954043209874,18.25183663175021,,,,,,
524,False,2878,20.58362288626361,59239.666666666664,598.7834288019593,24.47005167141989,,,,,,
525,False,2943,26.165137614678898,77004.0,978.1009434089704,31.274605407726096,,,,,,
526,False,3394,23.19829110194461,78735.0,978.8018709747764,31.285809418565094,,,,,,
527,False,2186,15.706312900274474,34334.0,371.39499216924804,19.27161104239207,,,,,,
528,True,4586,15.471216746620149,70951.0,402.1180478144833,20.052881284605544,104.0,34.666666666666664,15.467030170846964,212749.0,401.761671987094,20.043993414165104
529,False,3596,12.746014089729329,45834.666666666664,268.8485426961307,16.39660155935158,,,,,,
530,False,4712,19.10950764006791,90044.0,651.3564291293983,25.52168546803675,,,,,,
531,True,4437,17.571106603560963,77963.0,543.5017990834444,23.31312503898704,192.0,64.0,17.56064021641118,233697.0,541.8757186162726,23.27822412935043
532,True,5113,22.781863224460526,116483.66666666667,891.6319260935553,29.86020639737032,132.0,44.0,22.777712571726656,349319.0,891.202870511021,29.853021128706906
533,False,5090,25.039161755075312,127449.33333333334,1048.601871726946,32.382122718051484,,,,,,
534,False,3615,25.077178423236514,90654.0,892.4223514670124,29.873438895899017,,,,,,
535,False,3827,14.39482623464855,55089.0,359.4039937878528,18.957953312207856,,,,,,
